"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ILMN_2963526"	"6.92e-01"	"5.77e-01"	"0.5804397"	"-7.481696"	"0.09987113"	"Olfr711"	"olfactory receptor 711"
"ILMN_2632912"	"6.92e-01"	"5.77e-01"	"0.5803645"	"-7.481743"	"0.13208099"	"Klk1b11"	"kallikrein 1-related peptidase b11"
"ILMN_1254905"	"6.92e-01"	"5.77e-01"	"-0.5799384"	"-7.482008"	"-0.10876079"	"Ddx51"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 51"
"ILMN_2648921"	"6.92e-01"	"5.77e-01"	"-0.5799116"	"-7.482025"	"-0.12966121"	"Pcdhb8"	"protocadherin beta 8"
"ILMN_3158060"	"6.92e-01"	"5.77e-01"	"0.579727"	"-7.48214"	"0.17671117"	"Epn2"	"epsin 2"
"ILMN_2653871"	"6.92e-01"	"5.77e-01"	"-0.5795465"	"-7.482252"	"-0.14539461"	"Scd4"	"stearoyl-coenzyme A desaturase 4"
"ILMN_2930552"	"6.92e-01"	"5.77e-01"	"-0.5795194"	"-7.482269"	"-0.11284006"	"Batf3"	"basic leucine zipper transcription factor, ATF-like 3"
"ILMN_2930554"	"6.92e-01"	"5.77e-01"	"0.5791762"	"-7.482482"	"0.09048942"	"Olfr917"	"olfactory receptor 917"
"ILMN_3004151"	"6.92e-01"	"5.78e-01"	"-0.5788247"	"-7.4827"	"-0.10409484"	"1600002K03Rik"	"RIKEN cDNA 1600002K03 gene"
"ILMN_2816690"	"6.92e-01"	"5.78e-01"	"-0.5787977"	"-7.482717"	"-0.08741528"	"Nrip2"	"nuclear receptor interacting protein 2"
"ILMN_3062810"	"6.92e-01"	"5.78e-01"	"-0.5787759"	"-7.48273"	"-0.09196731"	"Rapgef1"	"Rap guanine nucleotide exchange factor (GEF) 1"
"ILMN_2879232"	"6.93e-01"	"5.78e-01"	"-0.578189"	"-7.483095"	"-0.11860882"	"Ssty2"	"spermiogenesis specific transcript on the Y 2"
"ILMN_2694998"	"6.93e-01"	"5.78e-01"	"0.5781234"	"-7.483135"	"0.09463149"	"Chmp2a"	"charged multivesicular body protein 2A"
"ILMN_2888342"	"6.93e-01"	"5.78e-01"	"-0.5780914"	"-7.483155"	"-0.09796181"	"Thoc3"	"THO complex 3"
"ILMN_1224155"	"6.93e-01"	"5.78e-01"	"-0.5780454"	"-7.483184"	"-0.08965049"	"Kmo"	"kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)"
"ILMN_2742068"	"6.94e-01"	"5.79e-01"	"-0.5769945"	"-7.483834"	"-0.08629914"	"Csrp3"	"cysteine and glycine-rich protein 3"
"ILMN_1227357"	"6.94e-01"	"5.79e-01"	"-0.5760949"	"-7.484391"	"-0.08534525"	"Flot2"	"flotillin 2"
"ILMN_1214126"	"6.95e-01"	"5.80e-01"	"0.5756768"	"-7.484649"	"0.15705322"	"Hes6"	"hairy and enhancer of split 6"
"ILMN_1251657"	"6.95e-01"	"5.80e-01"	"0.5754283"	"-7.484803"	"0.12338991"	"Dagla"	"diacylglycerol lipase, alpha"
"ILMN_2665198"	"6.95e-01"	"5.80e-01"	"-0.5752562"	"-7.484909"	"-0.09385781"	"Tmem167"	"transmembrane protein 167"
"ILMN_2641467"	"6.95e-01"	"5.80e-01"	"-0.5752058"	"-7.48494"	"-0.08432531"	"Slc6a6"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
"ILMN_2699880"	"6.95e-01"	"5.80e-01"	"-0.5749606"	"-7.485091"	"-0.12402892"	"Abca9"	"ATP-binding cassette, sub-family A (ABC1), member 9"
"ILMN_2768318"	"6.95e-01"	"5.81e-01"	"0.574323"	"-7.485484"	"0.0970326"	"Fnd3c2"	"fibronectin type III domain containing 3C2"
"ILMN_1219994"	"6.95e-01"	"5.81e-01"	"0.5741923"	"-7.485565"	"0.08422521"	"Cnga1"	"cyclic nucleotide gated channel alpha 1"
"ILMN_2931516"	"6.96e-01"	"5.81e-01"	"-0.5738416"	"-7.485781"	"-0.13808705"	"Gm13084"	"predicted gene 13084"
"ILMN_1258977"	"6.96e-01"	"5.81e-01"	"-0.5736628"	"-7.485891"	"-0.08665167"	"Tmem33"	"transmembrane protein 33"
"ILMN_1257365"	"6.96e-01"	"5.81e-01"	"0.5734885"	"-7.485998"	"0.15414724"	"Thra"	"thyroid hormone receptor alpha"
"ILMN_1245874"	"6.96e-01"	"5.81e-01"	"-0.5732161"	"-7.486166"	"-0.10590779"	"Ptpn11"	"protein tyrosine phosphatase, non-receptor type 11"
"ILMN_2633777"	"6.96e-01"	"5.81e-01"	"0.572979"	"-7.486312"	"0.11905971"	"Rab34"	"RAB34, member RAS oncogene family"
"ILMN_2656854"	"6.96e-01"	"5.81e-01"	"-0.5728757"	"-7.486375"	"-0.09387392"	""	""
"ILMN_2624587"	"6.96e-01"	"5.82e-01"	"0.5727923"	"-7.486426"	"0.1419245"	"Rbm6"	"RNA binding motif protein 6"
"ILMN_2513041"	"6.96e-01"	"5.82e-01"	"0.5726934"	"-7.486487"	"0.13958498"	"Usf2"	"upstream transcription factor 2"
"ILMN_2628053"	"6.96e-01"	"5.82e-01"	"-0.5725239"	"-7.486591"	"-0.091252"	"Wdr45b"	"WD repeat domain 45B"
"ILMN_2692200"	"6.97e-01"	"5.82e-01"	"-0.5718422"	"-7.48701"	"-0.11558826"	"Ceacam13"	"carcinoembryonic antigen-related cell adhesion molecule 13"
"ILMN_2816271"	"6.97e-01"	"5.82e-01"	"-0.5717484"	"-7.487067"	"-0.10715349"	"Dcpp2"	"demilune cell and parotid protein 2"
"ILMN_2759307"	"6.97e-01"	"5.82e-01"	"-0.5712793"	"-7.487355"	"-0.09795674"	"Chrnb2"	"cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)"
"ILMN_1219565"	"6.97e-01"	"5.83e-01"	"0.5712584"	"-7.487368"	"0.09197421"	"Taco1"	"translational activator of mitochondrially encoded cytochrome c oxidase I"
"ILMN_2778094"	"6.97e-01"	"5.83e-01"	"-0.5712429"	"-7.487378"	"-0.11113227"	"Rassf7"	"Ras association (RalGDS/AF-6) domain family (N-terminal) member 7"
"ILMN_2808751"	"6.97e-01"	"5.83e-01"	"0.5710997"	"-7.487465"	"0.12210104"	"Bcl9"	"B cell CLL/lymphoma 9"
"ILMN_1249269"	"6.97e-01"	"5.83e-01"	"-0.570549"	"-7.487803"	"-0.15690683"	"Chtf8"	"CTF8, chromosome transmission fidelity factor 8"
"ILMN_2744138"	"6.97e-01"	"5.83e-01"	"-0.5703647"	"-7.487916"	"-0.08632525"	"Cttnbp2nl"	"CTTNBP2 N-terminal like"
"ILMN_2695599"	"6.98e-01"	"5.83e-01"	"-0.569824"	"-7.488247"	"-0.10889127"	"Psmg3"	"proteasome (prosome, macropain) assembly chaperone 3"
"ILMN_2707666"	"6.98e-01"	"5.83e-01"	"-0.5697658"	"-7.488282"	"-0.10075338"	"Mllt1"	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1"
"ILMN_2981818"	"6.98e-01"	"5.83e-01"	"-0.5697427"	"-7.488296"	"-0.08840798"	"Mrps7"	"mitchondrial ribosomal protein S7"
"ILMN_3160454"	"6.98e-01"	"5.84e-01"	"0.5694525"	"-7.488474"	"0.0899429"	"Samt2"	"spermatogenesis associated multipass transmembrane protein 2"
"ILMN_2505467"	"6.98e-01"	"5.84e-01"	"0.5690013"	"-7.48875"	"0.15819011"	"Tuba3a"	"tubulin, alpha 3A"
"ILMN_2665994"	"6.98e-01"	"5.84e-01"	"0.5686454"	"-7.488967"	"0.08733662"	"Socs7"	"suppressor of cytokine signaling 7"
"ILMN_2598022"	"6.98e-01"	"5.84e-01"	"-0.568607"	"-7.48899"	"-0.08675821"	"Ghrl"	"ghrelin"
"ILMN_2441811"	"6.99e-01"	"5.85e-01"	"0.5679285"	"-7.489404"	"0.11722297"	"Zscan20"	"zinc finger and SCAN domains 20"
"ILMN_2754092"	"6.99e-01"	"5.85e-01"	"-0.5675881"	"-7.489612"	"-0.08873336"	"Hist1h2bb"	"histone cluster 1, H2bb"
"ILMN_2599527"	"6.99e-01"	"5.85e-01"	"0.5673618"	"-7.48975"	"0.17355806"	"Cyhr1"	"cysteine and histidine rich 1"
"ILMN_1229743"	"6.99e-01"	"5.85e-01"	"0.567279"	"-7.4898"	"0.09759217"	"Mapre2"	"microtubule-associated protein, RP/EB family, member 2"
"ILMN_2769712"	"6.99e-01"	"5.85e-01"	"0.5671248"	"-7.489894"	"0.09834674"	"Erc1"	"ELKS/RAB6-interacting/CAST family member 1"
"ILMN_2903455"	"6.99e-01"	"5.85e-01"	"0.5669724"	"-7.489987"	"0.09847592"	"Sardh"	"sarcosine dehydrogenase"
"ILMN_2777217"	"7.00e-01"	"5.85e-01"	"-0.5667331"	"-7.490133"	"-0.10624445"	"Cog3"	"component of oligomeric golgi complex 3"
"ILMN_2441899"	"7.00e-01"	"5.86e-01"	"-0.5665217"	"-7.490261"	"-0.13693595"	"Tyms"	"thymidylate synthase"
"ILMN_3016099"	"7.00e-01"	"5.86e-01"	"0.566244"	"-7.49043"	"0.09165094"	"Dido1"	"death inducer-obliterator 1"
"ILMN_2856144"	"7.00e-01"	"5.86e-01"	"0.5657395"	"-7.490737"	"0.09069163"	"Mtmr2"	"myotubularin related protein 2"
"ILMN_2804444"	"7.00e-01"	"5.86e-01"	"0.5656218"	"-7.490809"	"0.13060301"	"Pcdh17"	"protocadherin 17"
"ILMN_1256668"	"7.00e-01"	"5.86e-01"	"-0.5655462"	"-7.490854"	"-0.11110914"	"Fig4"	"FIG4 phosphoinositide 5-phosphatase"
"ILMN_2605679"	"7.00e-01"	"5.86e-01"	"0.5652773"	"-7.491018"	"0.16131203"	"Tln1"	"talin 1"
"ILMN_2703844"	"7.00e-01"	"5.87e-01"	"-0.5650697"	"-7.491144"	"-0.0843448"	"Eef1e1"	"eukaryotic translation elongation factor 1 epsilon 1"
"ILMN_2697092"	"7.01e-01"	"5.87e-01"	"-0.5648339"	"-7.491287"	"-0.11576514"	"Trappc13"	"trafficking protein particle complex 13"
"ILMN_2604108"	"7.01e-01"	"5.87e-01"	"-0.5647175"	"-7.491358"	"-0.12437179"	"Upf1"	"UPF1 regulator of nonsense transcripts homolog (yeast)"
"ILMN_2869654"	"7.01e-01"	"5.87e-01"	"-0.5642721"	"-7.491628"	"-0.09487253"	""	""
"ILMN_1233040"	"7.01e-01"	"5.87e-01"	"0.5641887"	"-7.491678"	"0.11197812"	"Lemd2"	"LEM domain containing 2"
"ILMN_2821254"	"7.01e-01"	"5.87e-01"	"0.5639386"	"-7.49183"	"0.12699854"	"Rbm10"	"RNA binding motif protein 10"
"ILMN_1220834"	"7.01e-01"	"5.87e-01"	"0.5638855"	"-7.491862"	"0.10699122"	"Camta2"	"calmodulin binding transcription activator 2"
"ILMN_3026128"	"7.01e-01"	"5.87e-01"	"0.5637682"	"-7.491933"	"0.0941443"	"BC061212"	"cDNA sequence BC061212"
"ILMN_2702540"	"7.01e-01"	"5.88e-01"	"-0.5633257"	"-7.492201"	"-0.10947158"	"Chka"	"choline kinase alpha"
"ILMN_2731237"	"7.01e-01"	"5.88e-01"	"0.5630554"	"-7.492364"	"0.14253607"	"D8Ertd82e"	"DNA segment, Chr 8, ERATO Doi 82, expressed"
"ILMN_2690603"	"7.01e-01"	"5.88e-01"	"-0.5630517"	"-7.492367"	"-0.08504505"	"Spp1"	"secreted phosphoprotein 1"
"ILMN_2612868"	"7.01e-01"	"5.88e-01"	"0.5630293"	"-7.49238"	"0.11140737"	"Etnk2"	"ethanolamine kinase 2"
"ILMN_1243875"	"7.01e-01"	"5.88e-01"	"-0.5630135"	"-7.49239"	"-0.08750628"	"Suv420h1"	"suppressor of variegation 4-20 homolog 1 (Drosophila)"
"ILMN_1231967"	"7.02e-01"	"5.88e-01"	"-0.5626112"	"-7.492633"	"-0.08687513"	"Zcchc11"	"zinc finger, CCHC domain containing 11"
"ILMN_2631417"	"7.02e-01"	"5.88e-01"	"-0.5625438"	"-7.492674"	"-0.13087185"	"Egfl7"	"EGF-like domain 7"
"ILMN_2733567"	"7.02e-01"	"5.89e-01"	"0.5614522"	"-7.493333"	"0.16668398"	"B430306N03Rik"	"RIKEN cDNA B430306N03 gene"
"ILMN_2750687"	"7.03e-01"	"5.89e-01"	"0.5611011"	"-7.493545"	"0.12411426"	"Ralgps1"	"Ral GEF with PH domain and SH3 binding motif 1"
"ILMN_2949632"	"7.03e-01"	"5.89e-01"	"0.5610919"	"-7.493551"	"0.08909352"	"Psmb2"	"proteasome (prosome, macropain) subunit, beta type 2"
"ILMN_1222333"	"7.03e-01"	"5.89e-01"	"-0.5608565"	"-7.493692"	"-0.10873124"	"Slc2a4"	"solute carrier family 2 (facilitated glucose transporter), member 4"
"ILMN_2990768"	"7.03e-01"	"5.89e-01"	"-0.5606977"	"-7.493788"	"-0.11103051"	"Olfr961"	"olfactory receptor 961"
"ILMN_1260143"	"7.03e-01"	"5.89e-01"	"0.5606483"	"-7.493818"	"0.1953354"	"Pikfyve"	"phosphoinositide kinase, FYVE finger containing"
"ILMN_2749307"	"7.03e-01"	"5.89e-01"	"-0.5605947"	"-7.49385"	"-0.08395719"	"Psg17"	"pregnancy specific glycoprotein 17"
"ILMN_1251257"	"7.03e-01"	"5.90e-01"	"0.5603835"	"-7.493977"	"0.09818002"	"Fnbp4"	"formin binding protein 4"
"ILMN_2637784"	"7.03e-01"	"5.90e-01"	"0.5603058"	"-7.494024"	"0.08619597"	"Spast"	"spastin"
"ILMN_1252335"	"7.03e-01"	"5.90e-01"	"-0.5601838"	"-7.494098"	"-0.08353657"	"Gpat4"	"glycerol-3-phosphate acyltransferase 4"
"ILMN_2696171"	"7.03e-01"	"5.90e-01"	"0.5598749"	"-7.494284"	"0.10594329"	""	""
"ILMN_1214593"	"7.03e-01"	"5.90e-01"	"-0.5598486"	"-7.4943"	"-0.13439466"	"Fahd2a"	"fumarylacetoacetate hydrolase domain containing 2A"
"ILMN_2800813"	"7.03e-01"	"5.90e-01"	"-0.559735"	"-7.494368"	"-0.13218595"	"Coq8a"	"coenzyme Q8A"
"ILMN_2618221"	"7.03e-01"	"5.90e-01"	"-0.559568"	"-7.494468"	"-0.10343902"	"Sorbs3"	"sorbin and SH3 domain containing 3"
"ILMN_2854593"	"7.03e-01"	"5.90e-01"	"0.5594091"	"-7.494564"	"0.15209277"	"Zfp661"	"zinc finger protein 661"
"ILMN_1232095"	"7.03e-01"	"5.90e-01"	"-0.559407"	"-7.494565"	"-0.0861993"	""	""
"ILMN_3163526"	"7.04e-01"	"5.90e-01"	"-0.55899"	"-7.494816"	"-0.08787146"	"Tnni3"	"troponin I, cardiac 3"
"ILMN_1253012"	"7.04e-01"	"5.91e-01"	"-0.5588151"	"-7.494921"	"-0.14601667"	"Rbm3"	"RNA binding motif protein 3"
"ILMN_1258571"	"7.04e-01"	"5.91e-01"	"-0.5587529"	"-7.494958"	"-0.14625447"	"Sp6"	"trans-acting transcription factor 6"
"ILMN_1226035"	"7.04e-01"	"5.91e-01"	"-0.5585026"	"-7.495109"	"-0.11196579"	"Tbc1d20"	"TBC1 domain family, member 20"
"ILMN_2757924"	"7.04e-01"	"5.91e-01"	"-0.5584429"	"-7.495144"	"-0.13322079"	"Zpbp2"	"zona pellucida binding protein 2"
"ILMN_2593815"	"7.04e-01"	"5.91e-01"	"0.5576077"	"-7.495646"	"0.09492881"	"Sdk2"	"sidekick cell adhesion molecule 2"
"ILMN_3162824"	"7.04e-01"	"5.92e-01"	"0.5570715"	"-7.495967"	"0.16438223"	"P2rx7"	"purinergic receptor P2X, ligand-gated ion channel, 7"
"ILMN_1237483"	"7.04e-01"	"5.92e-01"	"0.5570609"	"-7.495973"	"0.12090914"	"Rnf216"	"ring finger protein 216"
"ILMN_2790486"	"7.04e-01"	"5.92e-01"	"-0.5570513"	"-7.495979"	"-0.08446985"	"Atp5f1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ILMN_2714539"	"7.04e-01"	"5.92e-01"	"-0.5570259"	"-7.495994"	"-0.13287236"	"Gab2"	"growth factor receptor bound protein 2-associated protein 2"
"ILMN_2642147"	"7.04e-01"	"5.92e-01"	"-0.5569945"	"-7.496013"	"-0.11227527"	"Pbx3"	"pre B cell leukemia homeobox 3"
"ILMN_2998934"	"7.04e-01"	"5.92e-01"	"0.5569788"	"-7.496022"	"0.10293235"	"Cited4"	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4"
"ILMN_3067780"	"7.04e-01"	"5.92e-01"	"-0.5569752"	"-7.496025"	"-0.08758746"	"Cnot2"	"CCR4-NOT transcription complex, subunit 2"
"ILMN_2591791"	"7.04e-01"	"5.92e-01"	"0.5569547"	"-7.496037"	"0.11211621"	"Yipf5"	"Yip1 domain family, member 5"
"ILMN_2625854"	"7.05e-01"	"5.92e-01"	"0.5564542"	"-7.496337"	"0.10221049"	"Gpx8"	"glutathione peroxidase 8 (putative)"
"ILMN_1247681"	"7.05e-01"	"5.92e-01"	"-0.5563191"	"-7.496417"	"-0.11566621"	"Tex264"	"testis expressed gene 264"
"ILMN_2613904"	"7.05e-01"	"5.92e-01"	"0.5562908"	"-7.496434"	"0.08258987"	"Hspb2"	"heat shock protein 2"
"ILMN_3078526"	"7.05e-01"	"5.92e-01"	"0.5561078"	"-7.496544"	"0.10131031"	"Sema3b"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"
"ILMN_2928050"	"7.05e-01"	"5.92e-01"	"0.5559737"	"-7.496624"	"0.08379531"	"Rab8a"	"RAB8A, member RAS oncogene family"
"ILMN_2751090"	"7.05e-01"	"5.93e-01"	"-0.555808"	"-7.496723"	"-0.11187809"	"Cep68"	"centrosomal protein 68"
"ILMN_2638324"	"7.05e-01"	"5.93e-01"	"0.5556566"	"-7.496814"	"0.09679743"	""	""
"ILMN_2698381"	"7.05e-01"	"5.93e-01"	"0.5554268"	"-7.496951"	"0.09090098"	"Dock3"	"dedicator of cyto-kinesis 3"
"ILMN_2418855"	"7.05e-01"	"5.93e-01"	"-0.5550902"	"-7.497152"	"-0.088342"	"Ugt1a6a"	"UDP glucuronosyltransferase 1 family, polypeptide A6A"
"ILMN_2466926"	"7.06e-01"	"5.94e-01"	"-0.5542415"	"-7.497658"	"-0.11342656"	"Zfp235"	"zinc finger protein 235"
"ILMN_2762956"	"7.06e-01"	"5.94e-01"	"0.5539864"	"-7.49781"	"0.08998851"	"Spcs2"	"signal peptidase complex subunit 2 homolog (S. cerevisiae)"
"ILMN_2434359"	"7.07e-01"	"5.94e-01"	"0.553188"	"-7.498286"	"0.12011916"	"Tpbpa"	"trophoblast specific protein alpha"
"ILMN_1233334"	"7.07e-01"	"5.94e-01"	"0.5530587"	"-7.498363"	"0.15813257"	"Fpgs"	"folylpolyglutamyl synthetase"
"ILMN_2707452"	"7.07e-01"	"5.94e-01"	"0.5529152"	"-7.498448"	"0.11746993"	"Ebf1"	"early B cell factor 1"
"ILMN_3160256"	"7.07e-01"	"5.95e-01"	"0.5528523"	"-7.498485"	"0.08939045"	"Olfr1425"	"olfactory receptor 1425"
"ILMN_2842999"	"7.07e-01"	"5.95e-01"	"0.5524871"	"-7.498703"	"0.08798448"	"Tango2"	"transport and golgi organization 2"
"ILMN_2688905"	"7.07e-01"	"5.95e-01"	"-0.5524636"	"-7.498717"	"-0.13204466"	"Pzp"	"pregnancy zone protein"
"ILMN_2814107"	"7.07e-01"	"5.95e-01"	"-0.5523631"	"-7.498776"	"-0.09386858"	"Olfr725"	"olfactory receptor 725"
"ILMN_2621761"	"7.07e-01"	"5.95e-01"	"0.5521054"	"-7.498929"	"0.13950224"	"Polm"	"polymerase (DNA directed), mu"
"ILMN_2684987"	"7.07e-01"	"5.95e-01"	"-0.5519618"	"-7.499015"	"-0.09184686"	"Hnrnph1"	"heterogeneous nuclear ribonucleoprotein H1"
"ILMN_3138157"	"7.07e-01"	"5.95e-01"	"-0.5516737"	"-7.499186"	"-0.09977813"	"Atl2"	"atlastin GTPase 2"
"ILMN_2683316"	"7.08e-01"	"5.96e-01"	"-0.5512772"	"-7.499421"	"-0.0803384"	"Ctsb"	"cathepsin B"
"ILMN_2831523"	"7.08e-01"	"5.96e-01"	"-0.5512263"	"-7.499451"	"-0.08877941"	""	""
"ILMN_1235255"	"7.08e-01"	"5.96e-01"	"-0.5510637"	"-7.499548"	"-0.11108814"	"Klf15"	"Kruppel-like factor 15"
"ILMN_2931900"	"7.08e-01"	"5.96e-01"	"-0.55057"	"-7.49984"	"-0.09424234"	"Serbp1"	"serpine1 mRNA binding protein 1"
"ILMN_2737658"	"7.08e-01"	"5.96e-01"	"-0.5502981"	"-7.500001"	"-0.0996602"	"Pdk2"	"pyruvate dehydrogenase kinase, isoenzyme 2"
"ILMN_1223402"	"7.08e-01"	"5.96e-01"	"0.5500476"	"-7.50015"	"0.10741739"	"Htr3b"	"5-hydroxytryptamine (serotonin) receptor 3B"
"ILMN_2658135"	"7.08e-01"	"5.96e-01"	"0.5500297"	"-7.50016"	"0.09700581"	"Tmem246"	"transmembrane protein 246"
"ILMN_1212997"	"7.08e-01"	"5.96e-01"	"-0.5498867"	"-7.500245"	"-0.08175569"	"Xkr5"	"X-linked Kx blood group related 5"
"ILMN_3154231"	"7.09e-01"	"5.97e-01"	"0.5495516"	"-7.500443"	"0.09421908"	"3830406C13Rik"	"RIKEN cDNA 3830406C13 gene"
"ILMN_2611244"	"7.09e-01"	"5.97e-01"	"-0.5492493"	"-7.500622"	"-0.08611788"	"Ecd"	"ecdysoneless homolog (Drosophila)"
"ILMN_2713763"	"7.09e-01"	"5.97e-01"	"-0.5491336"	"-7.50069"	"-0.09109153"	"Neu3"	"neuraminidase 3"
"ILMN_2874853"	"7.09e-01"	"5.97e-01"	"-0.5487254"	"-7.500932"	"-0.08650357"	"Eef1b2"	"eukaryotic translation elongation factor 1 beta 2"
"ILMN_2937184"	"7.09e-01"	"5.97e-01"	"-0.5485973"	"-7.501007"	"-0.10642557"	"Pkmyt1"	"protein kinase, membrane associated tyrosine/threonine 1"
"ILMN_2863903"	"7.09e-01"	"5.97e-01"	"0.5484154"	"-7.501115"	"0.12838835"	"Rnf25"	"ring finger protein 25"
"ILMN_2856383"	"7.09e-01"	"5.98e-01"	"0.5482547"	"-7.50121"	"0.12578056"	""	""
"ILMN_1239786"	"7.09e-01"	"5.98e-01"	"-0.5481668"	"-7.501261"	"-0.08561678"	"Rtn4"	"reticulon 4"
"ILMN_2876482"	"7.09e-01"	"5.98e-01"	"-0.5481612"	"-7.501265"	"-0.088854"	"Bzw2"	"basic leucine zipper and W2 domains 2"
"ILMN_2602770"	"7.09e-01"	"5.98e-01"	"-0.5480722"	"-7.501317"	"-0.1283373"	"Fbln1"	"fibulin 1"
"ILMN_1233225"	"7.09e-01"	"5.98e-01"	"0.5480385"	"-7.501337"	"0.08355143"	"Mrps2"	"mitochondrial ribosomal protein S2"
"ILMN_2757599"	"7.10e-01"	"5.98e-01"	"0.547404"	"-7.501711"	"0.085235"	"Tspan31"	"tetraspanin 31"
"ILMN_3003076"	"7.10e-01"	"5.99e-01"	"-0.5465398"	"-7.50222"	"-0.15558525"	"Carm1"	"coactivator-associated arginine methyltransferase 1"
"ILMN_1245984"	"7.11e-01"	"5.99e-01"	"0.5462373"	"-7.502398"	"0.09203326"	"Prrg2"	"proline-rich Gla (G-carboxyglutamic acid) polypeptide 2"
"ILMN_1217584"	"7.11e-01"	"5.99e-01"	"-0.5461319"	"-7.50246"	"-0.08409664"	"Tubb5"	"tubulin, beta 5 class I"
"ILMN_2629776"	"7.11e-01"	"5.99e-01"	"-0.5452835"	"-7.502959"	"-0.08335987"	"Pcsk4"	"proprotein convertase subtilisin/kexin type 4"
"ILMN_2607543"	"7.11e-01"	"6.00e-01"	"-0.5452382"	"-7.502985"	"-0.12541246"	"Gdap1l1"	"ganglioside-induced differentiation-associated protein 1-like 1"
"ILMN_2814385"	"7.11e-01"	"6.00e-01"	"-0.5451656"	"-7.503028"	"-0.08365206"	"Tlcd2"	"TLC domain containing 2"
"ILMN_2653328"	"7.11e-01"	"6.00e-01"	"-0.5451135"	"-7.503059"	"-0.08985967"	"Ifnlr1"	"interferon lambda receptor 1"
"ILMN_2959372"	"7.11e-01"	"6.00e-01"	"-0.544934"	"-7.503164"	"-0.0904217"	"Clec4b1"	"C-type lectin domain family 4, member b1"
"ILMN_3139354"	"7.11e-01"	"6.00e-01"	"-0.5447283"	"-7.503285"	"-0.12124979"	"Sh2b1"	"SH2B adaptor protein 1"
"ILMN_2881620"	"7.11e-01"	"6.00e-01"	"0.5446393"	"-7.503337"	"0.09870437"	"Nfe2"	"nuclear factor, erythroid derived 2"
"ILMN_1236765"	"7.11e-01"	"6.00e-01"	"0.5444715"	"-7.503435"	"0.10985583"	"Shc1"	"src homology 2 domain-containing transforming protein C1"
"ILMN_2490803"	"7.11e-01"	"6.00e-01"	"0.5443949"	"-7.50348"	"0.08274906"	"Znhit2"	"zinc finger, HIT domain containing 2"
"ILMN_1212692"	"7.12e-01"	"6.00e-01"	"-0.5442213"	"-7.503582"	"-0.09735353"	"Mapk13"	"mitogen-activated protein kinase 13"
"ILMN_1257398"	"7.12e-01"	"6.00e-01"	"0.544148"	"-7.503625"	"0.09409257"	"Rad50"	"RAD50 double strand break repair protein"
"ILMN_2665441"	"7.12e-01"	"6.00e-01"	"0.5440668"	"-7.503672"	"0.10061852"	"Myrip"	"myosin VIIA and Rab interacting protein"
"ILMN_2717690"	"7.12e-01"	"6.01e-01"	"-0.5435493"	"-7.503976"	"-0.10547371"	"Nif3l1"	"Ngg1 interacting factor 3-like 1 (S. pombe)"
"ILMN_1226950"	"7.13e-01"	"6.01e-01"	"-0.5423819"	"-7.504658"	"-0.12411954"	"Cdkn2a"	"cyclin-dependent kinase inhibitor 2A"
"ILMN_3160931"	"7.13e-01"	"6.01e-01"	"0.5422507"	"-7.504735"	"0.09670843"	"Tas2r144"	"taste receptor, type 2, member 144"
"ILMN_1240738"	"7.13e-01"	"6.02e-01"	"0.5421077"	"-7.504819"	"0.08055651"	"Rdh19"	"retinol dehydrogenase 19"
"ILMN_3111575"	"7.13e-01"	"6.02e-01"	"-0.5420764"	"-7.504837"	"-0.08529449"	"Mef2b"	"myocyte enhancer factor 2B"
"ILMN_1257196"	"7.13e-01"	"6.02e-01"	"-0.5418077"	"-7.504994"	"-0.08497012"	"Fgf13"	"fibroblast growth factor 13"
"ILMN_3135697"	"7.13e-01"	"6.02e-01"	"0.5417283"	"-7.50504"	"0.09074301"	"Zfp869"	"zinc finger protein 869"
"ILMN_2958222"	"7.14e-01"	"6.02e-01"	"-0.540923"	"-7.50551"	"-0.09534804"	"1700039E15Rik"	"RIKEN cDNA 1700039E15 gene"
"ILMN_1215638"	"7.14e-01"	"6.02e-01"	"-0.540808"	"-7.505577"	"-0.1463901"	"Pnp"	"purine-nucleoside phosphorylase"
"ILMN_3142097"	"7.14e-01"	"6.03e-01"	"0.5405724"	"-7.505714"	"0.08315286"	"Mast1"	"microtubule associated serine/threonine kinase 1"
"ILMN_2947369"	"7.14e-01"	"6.03e-01"	"0.5404489"	"-7.505786"	"0.08408773"	"Ppp2r3c"	"protein phosphatase 2, regulatory subunit B'', gamma"
"ILMN_2706819"	"7.14e-01"	"6.03e-01"	"0.54037"	"-7.505832"	"0.08305138"	"Rasl11b"	"RAS-like, family 11, member B"
"ILMN_3125939"	"7.14e-01"	"6.03e-01"	"-0.5403164"	"-7.505863"	"-0.10527766"	"Gm21975"	"predicted gene 21975"
